"","Study_Area","Area_ha","segT_ID","sgT_lgh_m","Flight_Path","Date","Female","Fawn","Male_Young","Male_Middle","Male_Mature","Male_Unkown","Males","Unknown","Direction_clock","Detection_Distance","Survey_Time","Degree","Perpendicular_Distance","Group_size"
"1","La Copita Ranch",1096.698,"10.1",1231.58589384674,"N2S","9/8/2023",0,0,0,1,0,0,1,0,1,40,"Evening",210,20,1
"2","La Copita Ranch",1096.698,"8.2",1208.65375146572,"N2S","9/8/2023",0,0,2,0,0,0,2,0,1,20,"Evening",210,10,2
"3","La Copita Ranch",1096.698,"7.2",1196.70674074354,"S2N","9/8/2023",2,0,0,0,0,0,0,0,2,25,"Evening",60,22,2
"4","La Copita Ranch",1096.698,"7.3",1196.70674074354,"S2N","9/8/2023",1,0,0,0,0,0,0,0,3,50,"Evening",90,50,1
"5","La Copita Ranch",1096.698,"6.3",1183.8415588551,"N2S","9/8/2023",0,0,0,1,0,0,1,0,2,50,"Evening",240,43,1
"6","La Copita Ranch",1096.698,"6.2",1183.8415588551,"N2S","9/8/2023",1,1,0,0,0,0,0,0,2,20,"Evening",240,17,2
"7","La Copita Ranch",1096.698,"5.3",1170.83177082331,"S2N","9/8/2023",1,0,0,0,0,0,0,0,4,20,"Evening",120,17,1
"8","La Copita Ranch",1096.698,"5.3",1170.83177082331,"S2N","9/8/2023",0,1,0,0,0,0,0,0,2,40,"Evening",60,35,1
"9","La Copita Ranch",1096.698,"4.3",1246.54810097276,"N2S","9/8/2023",1,1,0,0,0,0,0,0,12,60,"Evening",180,0,2
"10","La Copita Ranch",1096.698,"3.2",1246.18965872607,"S2N","9/8/2023",0,1,0,0,0,0,0,0,4,15,"Evening",120,13,1
"11","La Copita Ranch",1096.698,"3.3",1246.18965872607,"S2N","9/8/2023",1,1,0,0,0,0,0,0,2,60,"Evening",60,52,2
"12","La Copita Ranch",1096.698,"2.3",1242.99218221617,"N2S","9/8/2023",0,0,1,0,0,0,1,0,3,15,"Evening",270,15,1
"13","La Copita Ranch",1096.698,"2.1",1242.99218221617,"N2S","9/8/2023",1,0,0,0,0,0,0,0,12,0,"Evening",180,0,1
"14","La Copita Ranch",1096.698,"1.1",1467.47884639429,"S2N","9/8/2023",2,0,0,0,0,0,0,2,3,5,"Evening",90,5,4
"15","La Copita Ranch",1096.698,"1.2",1467.47884639429,"S2N","9/8/2023",1,0,0,0,0,0,0,0,2,20,"Evening",60,17,1
"16","La Copita Ranch",1096.698,"1.2",1467.47884639429,"S2N","9/8/2023",1,1,0,0,0,0,0,0,2,10,"Evening",60,9,2
"17","La Copita Ranch",1096.698,"10.1",1231.58589384674,"N2S","9/8/2023",0,0,0,1,0,0,1,0,9,60,"Evening",90,60,1
"18","La Copita Ranch",1096.698,"8.4",1208.65375146572,"N2S","9/8/2023",0,0,0,1,0,0,1,0,9,15,"Evening",90,15,1
"19","La Copita Ranch",1096.698,"8.3",1208.65375146619,"N2S","9/8/2023",2,1,0,0,0,0,0,0,12,0,"Evening",180,0,3
"20","La Copita Ranch",1096.698,"7.2",1196.70674074354,"S2N","9/8/2023",0,0,0,2,0,0,2,0,9.5,60,"Evening",285,58,2
"21","La Copita Ranch",1096.698,"7.2",1196.70674074354,"S2N","9/8/2023",1,0,0,0,0,0,0,0,11,15,"Evening",330,7,1
"22","La Copita Ranch",1096.698,"7.3",1196.70674074354,"S2N","9/8/2023",1,0,0,0,0,0,0,0,9,20,"Evening",270,20,1
"23","La Copita Ranch",1096.698,"7.3",1196.70674074354,"S2N","9/8/2023",1,0,0,0,0,0,0,0,10,40,"Evening",300,35,1
"24","La Copita Ranch",1096.698,"7.4",1196.706740744,"S2N","9/8/2023",0,1,0,0,0,0,0,0,11,40,"Evening",330,20,1
"25","La Copita Ranch",1096.698,"6.4",1183.84155885556,"N2S","9/8/2023",1,1,0,0,0,0,0,0,10.5,40,"Evening",135,28,2
"26","La Copita Ranch",1096.698,"5.2",1170.83177082331,"S2N","9/8/2023",1,2,0,0,0,0,0,0,12,0,"Evening",0,0,3
"27","La Copita Ranch",1096.698,"5.4",1170.83177082331,"S2N","9/8/2023",1,0,0,0,0,0,0,0,10,35,"Evening",300,30,1
"28","La Copita Ranch",1096.698,"4.4",1246.54810097276,"N2S","9/8/2023",0,0,0,1,0,0,1,0,11,40,"Evening",150,20,1
"29","La Copita Ranch",1096.698,"4.1",1246.54810097276,"N2S","9/8/2023",0,0,0,1,0,0,1,0,10.5,25,"Evening",135,18,1
"30","La Copita Ranch",1096.698,"3.2",1246.18965872607,"S2N","9/8/2023",1,1,0,0,0,0,0,0,10.5,80,"Evening",315,57,2
"31","La Copita Ranch",1096.698,"3.3",1246.18965872607,"S2N","9/8/2023",1,1,0,0,0,0,0,0,12,0,"Evening",0,0,2
"32","La Copita Ranch",1096.698,"3.3",1246.18965872607,"S2N","9/8/2023",1,0,0,0,0,0,0,0,9,0,"Evening",270,0,1
"33","La Copita Ranch",1096.698,"3.3",1246.18965872607,"S2N","9/8/2023",2,1,0,1,0,0,1,0,9,5,"Evening",270,5,4
"34","La Copita Ranch",1096.698,"3.4",1246.18965872607,"S2N","9/8/2023",1,1,0,0,0,0,0,0,9,5,"Evening",270,5,2
"35","La Copita Ranch",1096.698,"2.4",1242.9921822157,"N2S","9/8/2023",0,1,0,0,0,0,0,0,11,10,"Evening",150,5,1
"36","La Copita Ranch",1096.698,"2.3",1242.99218221617,"N2S","9/8/2023",0,1,0,0,0,0,0,0,9,60,"Evening",90,60,1
"37","La Copita Ranch",1096.698,"1.1",1467.47884639429,"S2N","9/8/2023",0,0,0,2,0,0,2,0,3,10,"Evening",90,10,2
"38","La Copita Ranch",1096.698,"12.1",1247.00037905368,"N2S","9/8/2023",1,0,0,0,0,0,0,0,9,90,"Evening",90,90,1
"39","La Copita Ranch",1096.698,"1.1",1467.47884639429,"S2N","9/9/2023",0,0,0,1,0,0,1,0,1,15,"Morning",30,7,1
"40","La Copita Ranch",1096.698,"1.1",1467.47884639429,"S2N","9/9/2023",1,1,0,0,0,0,0,0,3,10,"Morning",90,10,2
"41","La Copita Ranch",1096.698,"1.2",1467.47884639429,"S2N","9/9/2023",2,1,0,0,0,0,0,0,3,15,"Morning",90,15,3
"42","La Copita Ranch",1096.698,"1.2",1467.47884639429,"S2N","9/9/2023",2,1,0,0,0,0,0,0,2,25,"Morning",60,22,3
"43","La Copita Ranch",1096.698,"2.4",1242.9921822157,"N2S","9/9/2023",0,0,0,1,0,0,1,0,12,0,"Morning",180,0,1
"44","La Copita Ranch",1096.698,"2.3",1242.99218221617,"N2S","9/9/2023",1,0,0,0,0,0,0,0,2,45,"Morning",240,39,1
"45","La Copita Ranch",1096.698,"3.2",1246.18965872607,"S2N","9/9/2023",0,0,1,0,0,0,1,0,12,0,"Morning",0,0,1
"46","La Copita Ranch",1096.698,"3.3",1246.18965872607,"S2N","9/9/2023",0,0,0,1,0,0,1,0,3,80,"Morning",90,80,1
"47","La Copita Ranch",1096.698,"4.4",1246.54810097276,"N2S","9/9/2023",2,1,0,0,0,0,0,0,10,1,"Morning",120,1,3
"48","La Copita Ranch",1096.698,"4.2",1246.54810097229,"N2S","9/9/2023",1,0,0,0,0,0,0,0,2,75,"Morning",240,65,1
"49","La Copita Ranch",1096.698,"5.2",1170.83177082331,"S2N","9/9/2023",1,1,0,0,0,0,0,0,3,60,"Morning",90,60,2
"50","La Copita Ranch",1096.698,"5.2",1170.83177082331,"S2N","9/9/2023",2,0,0,0,0,0,0,0,3,50,"Morning",90,50,2
"51","La Copita Ranch",1096.698,"5.4",1170.83177082331,"S2N","9/9/2023",0,1,0,0,0,0,0,0,12.5,15,"Morning",15,4,1
"52","La Copita Ranch",1096.698,"5.4",1170.83177082331,"S2N","9/9/2023",1,0,0,0,0,0,0,0,3,60,"Morning",90,60,1
"53","La Copita Ranch",1096.698,"6.1",1183.84155885556,"N2S","9/9/2023",2,0,0,0,0,0,0,0,2,75,"Morning",240,65,2
"54","La Copita Ranch",1096.698,"6.1",1183.84155885556,"N2S","9/9/2023",2,1,0,0,0,0,0,0,1,10,"Morning",210,5,3
"55","La Copita Ranch",1096.698,"7.1",1196.706740744,"S2N","9/9/2023",0,0,0,0,1,0,1,0,3,30,"Morning",90,30,1
"56","La Copita Ranch",1096.698,"7.3",1196.70674074354,"S2N","9/9/2023",2,2,0,0,0,0,0,0,3,20,"Morning",90,20,4
"57","La Copita Ranch",1096.698,"10.1",1231.58589384674,"N2S","9/9/2023",1,1,0,0,0,0,0,0,2,15,"Morning",240,13,2
"58","La Copita Ranch",1096.698,"11.1",1244.59559201313,"S2N","9/9/2023",1,0,0,0,0,0,0,0,12,0,"Morning",0,0,1
"59","La Copita Ranch",1096.698,"12.1",1247.00037905368,"N2S","9/9/2023",0,0,1,0,0,0,1,0,12,5,"Morning",180,0,1
"60","La Copita Ranch",1096.698,"2.4",1242.9921822157,"N2S","9/9/2023",0,0,0,0,0,0,0,1,11,50,"Morning",150,25,1
"61","La Copita Ranch",1096.698,"2.2",1242.9921822157,"N2S","9/9/2023",5,2,0,0,0,0,0,0,1,25,"Morning",210,12,7
"62","La Copita Ranch",1096.698,"3.3",1246.18965872607,"S2N","9/9/2023",3,0,0,0,0,0,0,0,11,50,"Morning",330,25,3
"63","La Copita Ranch",1096.698,"3.4",1246.18965872607,"S2N","9/9/2023",2,0,2,0,0,0,2,0,11,30,"Morning",330,15,4
"64","La Copita Ranch",1096.698,"3.4",1246.18965872607,"S2N","9/9/2023",0,0,0,0,0,0,0,1,9,50,"Morning",270,50,1
"65","La Copita Ranch",1096.698,"4.4",1246.54810097276,"N2S","9/9/2023",2,0,0,1,0,0,1,0,9,50,"Morning",90,50,3
"66","La Copita Ranch",1096.698,"4.4",1246.54810097276,"N2S","9/9/2023",2,0,0,0,0,0,0,0,9,10,"Morning",90,10,2
"67","La Copita Ranch",1096.698,"5.3",1170.83177082331,"S2N","9/9/2023",3,0,0,0,0,0,0,0,11,100,"Morning",330,50,3
"68","La Copita Ranch",1096.698,"5.4",1170.83177082331,"S2N","9/9/2023",0,0,0,1,0,0,1,0,9,20,"Morning",270,20,1
"69","La Copita Ranch",1096.698,"5.4",1170.83177082331,"S2N","9/9/2023",1,1,0,0,0,0,0,0,12,15,"Morning",0,0,2
"70","La Copita Ranch",1096.698,"6.4",1183.84155885556,"N2S","9/9/2023",1,0,0,0,0,0,0,0,10,30,"Morning",120,26,1
"71","La Copita Ranch",1096.698,"6.1",1183.84155885556,"N2S","9/9/2023",0,0,0,1,0,0,1,0,12,15,"Morning",180,0,1
"72","La Copita Ranch",1096.698,"7.2",1196.70674074354,"S2N","9/9/2023",0,0,0,1,0,0,1,0,9,10,"Morning",270,10,1
"73","La Copita Ranch",1096.698,"7.2",1196.70674074354,"S2N","9/9/2023",1,1,0,0,0,0,0,0,12,10,"Morning",0,0,2
"74","La Copita Ranch",1096.698,"7.3",1196.70674074354,"S2N","9/9/2023",6,0,0,0,0,0,0,0,11,60,"Morning",330,30,6
"75","La Copita Ranch",1096.698,"7.3",1196.70674074354,"S2N","9/9/2023",1,1,0,0,0,0,0,0,12.5,20,"Morning",15,5,2
"76","La Copita Ranch",1096.698,"7.3",1196.70674074354,"S2N","9/9/2023",2,0,0,0,0,0,0,0,9,50,"Morning",270,50,2
"77","La Copita Ranch",1096.698,"8.4",1208.65375146572,"N2S","9/9/2023",1,0,0,0,0,0,0,0,12.5,20,"Morning",195,5,1
"78","La Copita Ranch",1096.698,"8.3",1208.65375146619,"N2S","9/9/2023",3,2,0,1,0,0,1,0,11.5,20,"Morning",165,5,6
"79","La Copita Ranch",1096.698,"8.2",1208.65375146572,"N2S","9/9/2023",1,0,0,0,0,0,0,0,10,40,"Morning",120,35,1
"80","La Copita Ranch",1096.698,"5.2",1170.83177082331,"S2N","2/9/2024",0,0,0,1,0,0,1,0,9,60,"Evening",270,60,1
"81","La Copita Ranch",1096.698,"1.1",1467.47884639429,"S2N","2/9/2024",2,0,0,0,0,0,0,0,8,70,"Evening",240,61,2
"82","La Copita Ranch",1096.698,"2.4",1242.9921822157,"N2S","2/9/2024",1,0,0,0,0,0,0,0,8,70,"Evening",60,61,1
"83","La Copita Ranch",1096.698,"2.4",1242.9921822157,"N2S","2/9/2024",1,0,0,0,0,0,0,0,4,100,"Evening",300,87,1
"84","La Copita Ranch",1096.698,"2.3",1242.99218221617,"N2S","2/9/2024",1,0,0,0,0,0,0,0,11,50,"Evening",150,25,1
"85","La Copita Ranch",1096.698,"2.2",1242.9921822157,"N2S","2/9/2024",1,0,0,0,0,0,0,0,3,50,"Evening",270,50,1
"86","La Copita Ranch",1096.698,"2.2",1242.9921822157,"N2S","2/9/2024",2,0,0,0,0,0,0,0,10,60,"Evening",120,52,2
"87","La Copita Ranch",1096.698,"2.2",1242.9921822157,"N2S","2/9/2024",3,0,0,0,0,0,0,1,9,15,"Evening",90,15,4
"88","La Copita Ranch",1096.698,"2.2",1242.9921822157,"N2S","2/9/2024",0,0,0,0,0,0,0,1,3,60,"Evening",270,60,1
"89","La Copita Ranch",1096.698,"2.2",1242.9921822157,"N2S","2/9/2024",0,0,1,0,0,0,1,0,3,40,"Evening",270,40,1
"90","La Copita Ranch",1096.698,"3.2",1246.18965872607,"S2N","2/9/2024",0,0,0,1,0,0,1,0,2,10,"Evening",60,9,1
"91","La Copita Ranch",1096.698,"3.2",1246.18965872607,"S2N","2/9/2024",2,0,0,0,0,0,0,0,8,60,"Evening",240,52,2
"92","La Copita Ranch",1096.698,"3.4",1246.18965872607,"S2N","2/9/2024",1,1,0,0,0,0,0,0,4,60,"Evening",120,52,2
"93","La Copita Ranch",1096.698,"4.4",1246.54810097276,"N2S","2/9/2024",2,1,0,0,0,0,0,0,10,0,"Evening",120,0,3
"94","La Copita Ranch",1096.698,"5.3",1170.83177082331,"S2N","2/9/2024",2,0,0,0,0,0,0,0,2,10,"Evening",60,9,2
"95","La Copita Ranch",1096.698,"5.3",1170.83177082331,"S2N","2/9/2024",1,0,0,0,0,0,0,0,1,20,"Evening",30,10,1
"96","La Copita Ranch",1096.698,"6.4",1183.84155885556,"N2S","2/9/2024",0,0,2,0,0,0,2,0,9,20,"Evening",90,20,2
"97","La Copita Ranch",1096.698,"6.3",1183.8415588551,"N2S","2/9/2024",1,0,0,0,0,0,0,0,2,80,"Evening",240,69,1
"98","La Copita Ranch",1096.698,"6.2",1183.8415588551,"N2S","2/9/2024",3,1,0,0,0,0,0,0,12,15,"Evening",180,0,4
"99","La Copita Ranch",1096.698,"6.2",1183.8415588551,"N2S","2/9/2024",3,0,0,0,0,0,0,0,1,10,"Evening",210,5,3
"100","La Copita Ranch",1096.698,"6.1",1183.84155885556,"N2S","2/9/2024",0,0,1,0,0,0,1,0,1,10,"Evening",210,5,1
"101","La Copita Ranch",1096.698,"6.1",1183.84155885556,"N2S","2/9/2024",2,0,0,0,0,0,0,0,12,0,"Evening",180,0,2
"102","La Copita Ranch",1096.698,"7.3",1196.70674074354,"S2N","2/9/2024",4,0,0,0,0,0,0,0,12,15,"Evening",0,0,4
"103","La Copita Ranch",1096.698,"7.3",1196.70674074354,"S2N","2/9/2024",2,0,0,0,0,0,0,0,2,80,"Evening",60,69,2
"104","La Copita Ranch",1096.698,"8.4",1208.65375146572,"N2S","2/9/2024",4,0,0,0,0,0,0,0,12,80,"Evening",180,0,4
"105","La Copita Ranch",1096.698,"8.4",1208.65375146572,"N2S","2/9/2024",3,0,0,0,0,0,0,0,2,40,"Evening",240,35,3
"106","La Copita Ranch",1096.698,"8.2",1208.65375146572,"N2S","2/9/2024",1,0,0,0,0,0,0,0,12,15,"Evening",180,0,1
"107","La Copita Ranch",1096.698,"8.2",1208.65375146572,"N2S","2/9/2024",4,0,0,0,0,0,0,0,2,40,"Evening",240,35,4
"108","La Copita Ranch",1096.698,"8.1",1208.65375146572,"N2S","2/9/2024",0,0,0,1,0,0,1,0,2,10,"Evening",240,9,1
"109","La Copita Ranch",1096.698,"9.1",1241.3256494316,"S2N","2/9/2024",2,0,0,0,0,0,0,0,10,80,"Evening",300,69,2
"110","La Copita Ranch",1096.698,"9.1",1241.3256494316,"S2N","2/9/2024",3,0,1,0,0,0,1,0,3,50,"Evening",90,50,4
"111","La Copita Ranch",1096.698,"1.1",1467.47884639429,"S2N","2/10/2024",0,1,0,0,0,0,0,0,2,30,"Morning",60,26,1
"112","La Copita Ranch",1096.698,"1.1",1467.47884639429,"S2N","2/10/2024",1,0,0,0,0,0,0,0,6,0,"Morning",180,0,1
"113","La Copita Ranch",1096.698,"1.1",1467.47884639429,"S2N","2/10/2024",1,0,0,0,0,0,0,0,10,60,"Morning",300,52,1
"114","La Copita Ranch",1096.698,"1.2",1467.47884639429,"S2N","2/10/2024",0,2,0,0,0,0,0,0,2,15,"Morning",60,13,2
"115","La Copita Ranch",1096.698,"2.4",1242.9921822157,"N2S","2/10/2024",0,0,1,0,0,0,1,0,11,50,"Morning",150,25,1
"116","La Copita Ranch",1096.698,"2.4",1242.9921822157,"N2S","2/10/2024",0,0,0,0,0,0,0,1,9,60,"Morning",90,60,1
"117","La Copita Ranch",1096.698,"2.3",1242.99218221617,"N2S","2/10/2024",0,0,1,0,0,0,1,0,2,30,"Morning",240,26,1
"118","La Copita Ranch",1096.698,"2.2",1242.9921822157,"N2S","2/10/2024",0,0,1,0,0,0,1,0,10,9,"Morning",120,8,1
"119","La Copita Ranch",1096.698,"2.1",1242.99218221617,"N2S","2/10/2024",1,1,0,0,0,0,0,0,12,10,"Morning",180,0,2
"120","La Copita Ranch",1096.698,"2.1",1242.99218221617,"N2S","2/10/2024",1,0,0,0,0,0,0,0,9,10,"Morning",90,10,1
"121","La Copita Ranch",1096.698,"3.2",1246.18965872607,"S2N","2/10/2024",4,2,0,0,0,0,0,0,12,60,"Morning",0,0,6
"122","La Copita Ranch",1096.698,"3.3",1246.18965872607,"S2N","2/10/2024",0,0,1,0,0,0,1,0,1,50,"Morning",30,25,1
"123","La Copita Ranch",1096.698,"3.3",1246.18965872607,"S2N","2/10/2024",2,1,0,0,0,0,0,0,9,50,"Morning",270,50,3
"124","La Copita Ranch",1096.698,"3.4",1246.18965872607,"S2N","2/10/2024",1,0,1,0,0,0,1,0,10,60,"Morning",300,52,2
"125","La Copita Ranch",1096.698,"4.4",1246.54810097276,"N2S","2/10/2024",0,0,0,0,0,0,0,1,7,60,"Morning",30,30,1
"126","La Copita Ranch",1096.698,"4.3",1246.54810097276,"N2S","2/10/2024",1,0,0,0,0,0,0,0,10,50,"Morning",120,43,1
"127","La Copita Ranch",1096.698,"4.3",1246.54810097276,"N2S","2/10/2024",1,0,0,0,0,0,0,0,11,45,"Morning",150,22,1
"128","La Copita Ranch",1096.698,"4.3",1246.54810097276,"N2S","2/10/2024",1,0,0,0,0,0,0,0,8,50,"Morning",60,43,1
"129","La Copita Ranch",1096.698,"4.2",1246.54810097229,"N2S","2/10/2024",1,1,0,0,0,0,0,0,12,55,"Morning",180,0,2
"130","La Copita Ranch",1096.698,"4.2",1246.54810097229,"N2S","2/10/2024",1,0,0,0,0,0,0,0,3,100,"Morning",270,100,1
"131","La Copita Ranch",1096.698,"4.2",1246.54810097229,"N2S","2/10/2024",0,0,0,1,0,0,1,0,8,50,"Morning",60,43,1
"132","La Copita Ranch",1096.698,"4.1",1246.54810097276,"N2S","2/10/2024",0,0,1,0,0,0,1,0,3,100,"Morning",270,100,1
"133","La Copita Ranch",1096.698,"5.2",1170.83177082331,"S2N","2/10/2024",0,0,1,0,0,0,1,0,2,40,"Morning",60,35,1
"134","La Copita Ranch",1096.698,"5.2",1170.83177082331,"S2N","2/10/2024",1,0,0,0,0,0,0,0,7,60,"Morning",210,30,1
"135","La Copita Ranch",1096.698,"5.2",1170.83177082331,"S2N","2/10/2024",0,1,0,0,0,0,0,0,3,80,"Morning",90,80,1
"136","La Copita Ranch",1096.698,"5.2",1170.83177082331,"S2N","2/10/2024",0,0,1,0,0,0,1,0,7,60,"Morning",210,30,1
"137","La Copita Ranch",1096.698,"5.3",1170.83177082331,"S2N","2/10/2024",0,1,0,0,0,0,0,0,3,75,"Morning",90,75,1
"138","La Copita Ranch",1096.698,"5.4",1170.83177082331,"S2N","2/10/2024",2,1,0,0,0,0,0,0,1,30,"Morning",30,15,3
"139","La Copita Ranch",1096.698,"6.4",1183.84155885556,"N2S","2/10/2024",1,1,0,0,0,0,0,0,3,100,"Morning",270,100,2
"140","La Copita Ranch",1096.698,"6.4",1183.84155885556,"N2S","2/10/2024",0,0,1,0,0,0,1,0,11,80,"Morning",150,40,1
"141","La Copita Ranch",1096.698,"6.3",1183.8415588551,"N2S","2/10/2024",0,0,0,1,0,0,1,0,12,30,"Morning",180,0,1
"142","La Copita Ranch",1096.698,"6.3",1183.8415588551,"N2S","2/10/2024",1,1,0,1,0,0,1,0,3,60,"Morning",270,60,3
"143","La Copita Ranch",1096.698,"6.3",1183.8415588551,"N2S","2/10/2024",1,0,0,0,0,0,0,0,1,50,"Morning",210,25,1
"144","La Copita Ranch",1096.698,"6.3",1183.8415588551,"N2S","2/10/2024",2,0,0,0,0,0,0,0,7,60,"Morning",30,30,2
"145","La Copita Ranch",1096.698,"6.2",1183.8415588551,"N2S","2/10/2024",2,1,0,0,0,0,0,0,8,50,"Morning",60,43,3
"146","La Copita Ranch",1096.698,"7.2",1196.70674074354,"S2N","2/10/2024",0,0,0,0,1,0,1,0,12,5,"Morning",0,0,1
"147","La Copita Ranch",1096.698,"7.3",1196.70674074354,"S2N","2/10/2024",1,0,0,0,0,0,0,0,12,30,"Morning",0,0,1
"148","La Copita Ranch",1096.698,"7.3",1196.70674074354,"S2N","2/10/2024",2,0,0,0,0,0,0,0,8,100,"Morning",240,87,2
"149","La Copita Ranch",1096.698,"7.3",1196.70674074354,"S2N","2/10/2024",0,0,0,1,0,0,1,0,2,40,"Morning",60,35,1
"150","La Copita Ranch",1096.698,"7.4",1196.706740744,"S2N","2/10/2024",1,1,0,0,0,0,0,0,2,100,"Morning",60,87,2
"151","La Copita Ranch",1096.698,"7.4",1196.706740744,"S2N","2/10/2024",1,2,0,0,0,0,0,0,11,30,"Morning",330,15,3
"152","La Copita Ranch",1096.698,"8.4",1208.65375146572,"N2S","2/10/2024",1,1,0,0,0,0,0,0,11,40,"Morning",150,20,2
"153","La Copita Ranch",1096.698,"8.4",1208.65375146572,"N2S","2/10/2024",0,0,0,0,0,0,0,1,9,100,"Morning",90,100,1
"154","La Copita Ranch",1096.698,"8.3",1208.65375146619,"N2S","2/10/2024",4,0,0,0,0,0,0,0,1,70,"Morning",210,35,4
"155","La Copita Ranch",1096.698,"8.3",1208.65375146619,"N2S","2/10/2024",1,0,1,0,0,0,1,0,3,100,"Morning",270,100,2
"156","La Copita Ranch",1096.698,"8.2",1208.65375146572,"N2S","2/10/2024",4,0,0,0,0,0,0,0,1,60,"Morning",210,30,4
"157","La Copita Ranch",1096.698,"8.2",1208.65375146572,"N2S","2/10/2024",1,0,0,0,0,0,0,0,3,100,"Morning",270,100,1
"158","La Copita Ranch",1096.698,"8.2",1208.65375146572,"N2S","2/10/2024",0,0,0,1,0,0,1,0,2,40,"Morning",240,35,1
"159","La Copita Ranch",1096.698,"9.1",1241.3256494316,"S2N","2/10/2024",1,0,0,0,0,0,0,0,9,60,"Morning",270,60,1
"160","La Copita Ranch",1096.698,"11.1",1244.59559201313,"S2N","2/10/2024",2,0,0,0,0,0,0,0,6,0,"Morning",180,0,2
"161","La Copita Ranch",1096.698,"12.1",1247.00037905368,"N2S","2/10/2024",2,0,0,0,0,0,0,0,12,0,"Morning",180,0,2
"162","La Copita Ranch",1096.698,"8.2",1208.65375146572,"N2S","9/6/2024",0,0,0,1,0,0,1,0,1,5,"Evening",210,2,1
